task,worker,label,gt
t249,w110,3,3
t391,w28,1,3
t775,w289,3,3
t581,w267,3,3
t406,w153,3,3
t971,w199,3,3
t205,w764,5,3
t638,w798,3,3
t1006,w802,5,5
t71,w574,3,3
t163,w606,3,3
t10,w664,3,3
t249,w828,3,3
t630,w490,3,3
t595,w282,5,5
t1015,w400,4,4
t1020,w380,5,5
t329,w736,3,3
t1038,w427,3,3
t111,w316,3,3
t252,w366,5,1
t591,w767,5,5
t740,w520,3,3
t303,w42,1,1
t676,w695,3,3
t29,w478,1,3
t101,w448,2,2
t859,w151,5,5
t357,w58,1,5
t773,w477,3,3
t130,w39,5,5
t552,w530,1,5
t153,w140,3,3
t154,w131,5,5
t458,w417,5,5
t887,w530,3,3
t813,w696,2,3
t887,w41,3,3
t544,w78,3,3
t657,w156,1,5
t919,w818,5,5
t38,w645,5,4
t667,w408,2,4
t998,w492,1,3
t884,w623,3,3
t895,w720,3,2
t919,w494,4,5
t889,w242,5,5
t110,w7,3,2
t891,w602,3,3
t336,w591,5,3
t894,w685,3,3
t239,w152,3,3
t740,w329,3,3
t403,w301,3,3
t227,w345,2,2
t864,w628,5,5
t448,w449,3,3
t1007,w551,3,3
t593,w148,5,5
t397,w479,3,3
t603,w388,3,3
t976,w345,4,4
t903,w643,2,4
t215,w830,5,5
t759,w777,5,5
t599,w204,3,3
t820,w802,3,3
t424,w297,3,3
t396,w410,3,3
t417,w286,3,3
t157,w103,1,5
t609,w355,5,5
t841,w31,5,5
t882,w138,5,5
t335,w35,3,5
t558,w578,2,3
t567,w551,3,3
t341,w11,2,2
t939,w72,3,3
t1022,w109,5,5
t598,w801,1,3
t677,w595,3,1
t919,w43,5,5
t720,w735,4,5
t1039,w236,1,1
t801,w88,3,3
t326,w774,2,3
t578,w499,2,2
t250,w345,4,5
t250,w321,5,5
t88,w268,3,2
t88,w177,2,2
t995,w448,3,3
t737,w708,3,2
t910,w243,3,3
t687,w45,5,5
t381,w481,1,1
t0,w391,2,2
t749,w701,3,3
t926,w69,5,5
t88,w31,2,2
t265,w485,4,5
t897,w481,3,3
t51,w690,5,5
t786,w441,5,4
t701,w568,5,5
t1037,w5,3,3
t580,w313,3,3
t688,w206,3,3
t357,w81,1,5
t126,w370,3,3
t240,w659,3,3
t406,w796,3,3
t727,w486,3,3
t115,w57,1,1
t217,w76,3,5
t662,w266,5,5
t3,w119,3,3
t913,w600,3,3
t715,w764,3,3
t894,w344,4,3
t406,w657,3,3
t215,w834,5,5
t769,w346,3,3
t760,w689,3,3
t974,w635,3,3
t827,w807,1,3
t807,w745,3,3
t816,w438,3,3
t965,w118,1,3
t15,w246,3,1
t262,w252,3,1
t369,w187,3,3
t90,w494,3,3
t942,w826,5,5
t602,w642,5,5
t571,w390,3,3
t480,w343,3,1
t299,w165,3,3
t118,w236,3,3
t443,w680,5,3
t96,w622,3,3
t76,w45,1,5
t403,w254,3,3
t335,w827,4,5
t965,w52,1,3
t484,w130,1,5
t84,w241,3,3
t836,w139,3,3
t1019,w161,5,5
t1000,w739,1,3
t824,w398,5,5
t932,w523,5,5
t146,w59,3,3
t255,w152,3,3
t556,w166,3,3
t701,w346,5,5
t854,w180,4,5
t419,w143,2,2
t986,w135,4,4
t613,w307,1,3
t257,w273,3,5
t986,w223,4,4
t1003,w749,1,3
t653,w73,3,4
t427,w293,3,3
t560,w519,3,2
t303,w166,3,1
t349,w84,3,3
t100,w495,1,3
t409,w86,1,3
t105,w522,3,3
t33,w720,5,5
t90,w576,3,3
t131,w779,3,3
t932,w741,5,5
t1040,w707,3,3
t471,w164,1,5
t773,w400,1,3
t789,w645,3,3
t369,w810,3,3
t586,w329,1,1
t1022,w257,5,5
t792,w387,3,3
t13,w54,3,3
t842,w386,3,1
t988,w818,3,3
t938,w420,3,3
t428,w704,3,3
t231,w575,1,3
t50,w518,3,3
t215,w222,5,5
t761,w789,3,3
t386,w393,3,3
t603,w276,3,3
t750,w594,1,3
t886,w116,5,5
t561,w37,3,1
t591,w78,1,5
t357,w830,3,5
t873,w406,3,3
t467,w60,5,5
t409,w660,1,3
t854,w718,5,5
t480,w373,1,1
t490,w85,4,4
t618,w39,1,3
t106,w599,5,5
t863,w397,2,3
t406,w519,3,3
t626,w312,3,3
t59,w570,4,4
t870,w379,5,5
t789,w652,3,3
t1050,w138,3,3
t425,w657,3,3
t16,w126,3,3
t900,w30,2,2
t374,w214,3,3
t266,w182,5,5
t908,w800,3,3
t302,w454,5,5
t1043,w614,2,3
t1003,w402,3,3
t86,w345,3,3
t230,w161,3,3
t100,w731,3,3
t47,w107,3,3
t561,w84,3,1
t100,w505,3,3
t1033,w685,3,3
t185,w639,3,3
t554,w47,1,1
t749,w231,3,3
t104,w480,3,3
t804,w586,3,3
t876,w697,1,1
t868,w827,2,5
t1008,w144,3,3
t1035,w193,3,3
t971,w823,3,3
t618,w103,3,3
t487,w581,5,5
t744,w227,5,5
t609,w252,5,5
t204,w41,3,3
t774,w515,5,5
t603,w638,3,3
t57,w743,3,3
t931,w266,3,1
t949,w516,3,3
t210,w461,4,4
t413,w264,2,3
t567,w563,3,3
t285,w142,5,5
t28,w213,1,5
t259,w535,3,3
t522,w502,3,3
t714,w106,3,3
t620,w478,3,3
t869,w519,5,5
t604,w226,4,1
t668,w432,4,3
t1034,w631,3,3
t881,w581,2,3
t110,w594,2,2
t453,w440,3,3
t130,w557,5,5
t526,w482,3,3
t470,w64,3,3
t249,w187,1,3
t531,w737,5,5
t942,w212,5,5
t354,w223,4,4
t710,w669,3,3
t115,w177,1,1
t574,w122,3,5
t498,w59,5,5
t974,w443,3,3
t3,w340,1,3
t396,w246,1,3
t546,w438,5,5
t4,w415,3,3
t797,w802,5,5
t487,w24,5,5
t823,w683,3,3
t819,w718,2,3
t747,w584,4,5
t882,w494,5,5
t883,w635,5,5
t801,w507,1,3
t81,w795,5,5
t746,w155,3,3
t701,w60,5,5
t699,w526,3,3
t489,w765,3,3
t694,w693,3,3
t365,w608,1,3
t680,w551,3,3
t43,w682,3,3
t267,w480,4,4
t974,w37,3,3
t1027,w497,3,3
t414,w579,3,3
t753,w142,5,5
t403,w430,3,3
t942,w790,5,5
t293,w156,5,5
t518,w665,3,3
t836,w591,3,3
t555,w404,5,5
t617,w573,5,5
t773,w709,3,3
t79,w429,3,3
t415,w579,1,3
t3,w282,3,3
t521,w188,5,5
t543,w834,3,3
t78,w701,2,2
t610,w237,3,3
t583,w390,5,5
t624,w31,4,3
t138,w319,3,3
t44,w793,3,3
t154,w256,5,5
t485,w175,3,3
t306,w502,5,5
t314,w542,2,2
t99,w227,3,3
t389,w696,3,3
t893,w185,2,3
t493,w319,3,3
t727,w297,3,3
t862,w317,2,3
t929,w743,3,3
t337,w150,2,3
t368,w67,3,3
t974,w167,3,3
t627,w523,3,3
t690,w736,1,1
t20,w396,2,2
t984,w501,3,1
t420,w85,3,3
t299,w573,3,3
t196,w182,3,3
t644,w367,1,1
t521,w458,5,5
t364,w680,5,5
t182,w301,5,5
t976,w383,4,4
t980,w435,5,5
t0,w286,2,2
t885,w278,5,5
t858,w414,3,3
t416,w801,3,5
t328,w659,3,1
t130,w372,5,5
t480,w3,3,1
t722,w528,3,3
t1030,w755,3,3
t181,w676,3,3
t957,w249,5,5
t670,w713,3,3
t804,w248,1,3
t364,w298,5,5
t752,w295,3,3
t415,w241,1,3
t632,w593,5,5
t394,w244,5,5
t169,w471,2,3
t842,w680,3,1
t836,w321,3,3
t119,w649,5,5
t222,w494,2,3
t609,w652,5,5
t364,w161,5,5
t239,w184,3,3
t1036,w157,3,3
t546,w402,5,5
t451,w210,5,5
t888,w739,3,3
t937,w824,5,5
t552,w557,3,5
t316,w174,3,3
t49,w57,2,3
t139,w672,5,5
t12,w779,3,1
t424,w513,3,3
t766,w826,3,5
t634,w763,3,3
t248,w4,5,5
t62,w577,3,5
t548,w268,3,3
t445,w392,3,3
t371,w130,3,3
t273,w276,3,3
t1006,w787,5,5
t47,w152,3,3
t537,w96,5,4
t794,w339,3,5
t712,w415,5,5
t261,w326,5,4
t471,w222,5,5
t426,w645,5,5
t415,w16,3,3
t426,w801,5,5
t120,w649,4,4
t623,w391,2,3
t442,w469,5,5
t917,w728,3,3
t460,w36,3,4
t856,w727,1,3
t158,w101,3,3
t289,w312,3,3
t1023,w236,5,5
t286,w578,2,2
t10,w280,3,3
t319,w201,3,3
t696,w9,3,3
t822,w408,5,5
t281,w18,4,5
t778,w58,3,3
t97,w59,5,3
t787,w793,3,3
t261,w730,5,4
t218,w700,5,5
t230,w206,3,3
t309,w801,1,1
t782,w318,3,3
t625,w58,5,5
t832,w248,1,3
t698,w829,5,5
t579,w814,3,3
t282,w573,4,4
t298,w151,5,5
t718,w518,2,3
t311,w766,5,5
t728,w516,4,4
t666,w729,3,3
t234,w575,5,3
t783,w98,3,3
t455,w157,3,3
t330,w803,3,3
t593,w472,5,5
t218,w663,5,5
t214,w408,3,3
t111,w103,3,3
t561,w700,3,1
t645,w739,2,3
t861,w519,3,3
t367,w659,3,3
t456,w655,5,5
t971,w667,1,3
t470,w571,3,3
t612,w317,5,5
t695,w55,2,2
t947,w489,3,5
t13,w595,3,3
t274,w159,3,3
t813,w779,2,3
t1050,w760,3,3
t27,w353,3,3
t281,w618,5,5
t270,w784,3,3
t23,w245,3,3
t1048,w408,3,3
t494,w782,3,3
t620,w387,3,3
t1006,w835,5,5
t95,w428,3,3
t737,w115,2,2
t81,w76,5,5
t460,w61,4,4
t8,w116,3,3
t60,w605,5,5
t130,w426,5,5
t608,w104,3,3
t570,w611,3,3
t728,w303,3,4
t752,w583,3,3
t463,w109,3,3
t318,w494,1,1
t895,w532,3,2
t88,w480,2,2
t416,w160,1,5
t879,w812,5,5
t246,w308,5,5
t553,w822,1,5
t548,w745,3,3
t941,w83,3,3
t778,w464,5,3
t778,w495,3,3
t867,w364,5,5
t919,w129,5,5
t462,w22,1,3
t546,w1,5,5
t347,w666,5,5
t429,w236,3,3
t648,w679,2,2
t111,w808,3,3
t156,w794,3,3
t45,w641,5,5
t133,w733,5,5
t450,w494,3,3
t743,w328,3,3
t257,w667,5,5
t805,w320,2,2
t602,w696,5,5
t163,w372,3,3
t328,w477,3,1
t950,w165,3,3
t764,w76,1,3
t894,w11,1,3
t554,w165,1,1
t230,w580,4,3
t561,w606,1,1
t249,w399,3,3
t489,w370,3,3
t656,w266,5,5
t1022,w143,5,5
t152,w50,5,5
t901,w606,3,3
t234,w341,5,3
t300,w119,3,3
t301,w169,2,2
t640,w79,3,3
t786,w643,4,4
t680,w833,3,3
t994,w756,3,1
t1019,w189,5,5
t1039,w267,1,1
t1047,w35,3,3
t207,w91,3,3
t346,w264,3,3
t318,w669,1,1
t767,w617,3,3
t250,w755,5,5
t400,w261,3,4
t465,w646,5,5
t556,w359,3,3
t30,w361,3,3
t257,w37,5,5
t73,w244,5,4
t398,w59,4,5
t982,w18,3,3
t901,w269,3,3
t472,w74,3,3
t705,w442,3,3
t659,w239,3,3
t515,w625,3,3
t380,w140,5,4
t425,w423,3,3
t191,w17,3,3
t258,w86,5,5
t23,w327,3,3
t579,w548,3,3
t391,w18,3,3
t953,w560,5,5
t1025,w802,1,3
t522,w450,3,3
t352,w751,3,3
t557,w262,1,1
t409,w486,3,3
t571,w71,3,3
t546,w606,5,5
t260,w811,1,3
t946,w478,3,5
t413,w74,2,3
t558,w373,2,3
t906,w537,5,5
t596,w307,3,3
t463,w257,3,3
t720,w430,5,5
t714,w752,3,3
t39,w95,5,5
t318,w440,3,1
t279,w238,1,5
t126,w761,1,3
t425,w87,3,3
t766,w412,5,5
t1035,w297,3,3
t538,w420,5,5
t139,w518,5,5
t1013,w11,3,3
t22,w363,3,2
t588,w492,3,3
t977,w179,3,3
t202,w680,5,5
t394,w210,5,5
t346,w699,2,3
t515,w709,3,3
t742,w81,3,5
t7,w425,3,3
t292,w393,3,3
t734,w234,5,5
t917,w57,3,3
t829,w617,2,3
t150,w240,4,3
t442,w718,1,5
t873,w690,3,3
t458,w452,5,5
t975,w468,1,3
t792,w653,3,3
t96,w130,3,3
t84,w174,3,3
t503,w34,3,3
t45,w8,5,5
t406,w221,3,3
t175,w445,5,5
t196,w668,3,3
t918,w103,3,3
t377,w741,3,3
t261,w539,5,4
t719,w666,1,3
t869,w211,5,5
t174,w487,5,5
t368,w566,1,3
t988,w732,3,3
t852,w680,1,1
t785,w706,5,1
t1016,w235,3,3
t206,w410,4,4
t1020,w137,5,5
t226,w21,3,3
t837,w578,3,3
t938,w132,3,3
t873,w95,1,3
t64,w745,5,5
t311,w413,5,5
t1031,w184,5,5
t1036,w391,3,3
t1005,w733,5,5
t766,w51,5,5
t58,w472,3,3
t329,w672,3,3
t586,w781,1,1
t179,w595,4,5
t778,w40,3,3
t990,w512,5,5
t938,w233,5,3
t1009,w556,5,5
t854,w524,5,5
t130,w525,5,5
t442,w475,5,5
t618,w367,1,3
t942,w290,5,5
t376,w651,3,3
t876,w450,3,1
t548,w712,4,3
t60,w627,5,5
t375,w333,5,5
t419,w788,3,2
t8,w4,3,3
t917,w399,3,3
t732,w159,5,5
t600,w344,4,4
t515,w282,2,3
t300,w519,3,3
t264,w309,5,5
t1022,w117,5,5
t562,w459,3,3
t712,w457,5,5
t629,w239,3,3
t589,w492,3,2
t29,w95,1,3
t874,w530,5,5
t1040,w318,3,3
t558,w368,3,3
t595,w33,5,5
t1049,w169,5,5
t639,w8,1,1
t212,w517,3,3
t315,w683,3,3
t949,w435,1,3
t70,w759,3,3
t441,w512,3,3
t309,w267,1,1
t16,w373,3,3
t679,w809,3,3
t634,w798,3,3
t330,w772,3,3
t814,w627,4,5
t516,w55,3,3
t1035,w638,3,3
t831,w467,3,3
t1045,w542,3,3
t807,w720,3,3
t474,w672,3,3
t455,w1,3,3
t1049,w290,1,5
t406,w561,3,3
t286,w497,3,2
t152,w772,5,5
t605,w212,5,5
t591,w379,3,5
t68,w392,3,3
t803,w134,2,3
t716,w127,3,3
t633,w747,3,3
t96,w326,3,3
t254,w508,3,3
t743,w559,3,3
t64,w775,3,5
t226,w794,3,3
t435,w37,3,3
t388,w573,3,3
t897,w712,3,3
t675,w391,4,4
t90,w454,3,3
t174,w149,5,5
t180,w459,5,5
t575,w596,2,3
t956,w603,3,3
t759,w624,5,5
t170,w291,5,5
t218,w409,5,5
t691,w139,5,5
t341,w574,2,2
t329,w618,3,3
t666,w598,3,3
t741,w490,3,3
t624,w424,4,3
t244,w462,3,3
t156,w102,3,3
t805,w767,3,2
t803,w468,2,3
t30,w212,3,3
t481,w767,4,5
t546,w4,4,5
t938,w515,3,3
t361,w675,3,3
t792,w169,3,3
t669,w793,3,3
t608,w803,3,3
t3,w770,1,3
t228,w62,3,3
t692,w637,3,3
t500,w548,3,3
t316,w297,3,3
t634,w153,3,3
t893,w227,2,3
t608,w388,2,3
t1019,w271,5,5
t267,w686,4,4
t342,w105,3,3
t380,w480,5,4
t531,w768,5,5
t453,w680,3,3
t489,w35,3,3
t985,w231,5,5
t714,w835,3,3
t461,w524,3,3
t793,w180,3,3
t3,w818,4,3
t654,w771,3,3
t162,w54,3,3
t592,w637,1,3
t171,w16,3,3
t1044,w575,3,3
t625,w217,5,5
t230,w835,3,3
t15,w805,5,1
t308,w342,3,3
t764,w826,3,3
t501,w362,3,3
t775,w263,3,3
t842,w823,1,1
t803,w121,3,3
t58,w811,3,3
t313,w559,5,5
t515,w467,3,3
t349,w530,3,3
t795,w583,5,5
t629,w548,3,3
t471,w444,5,5
t811,w63,5,5
t1042,w143,3,3
t147,w262,5,5
t922,w632,3,3
t51,w552,4,5
t825,w644,3,3
t73,w85,5,4
t39,w213,5,5
t222,w121,3,3
t382,w58,1,1
t560,w647,2,2
t267,w710,4,4
t125,w557,3,3
t561,w86,3,1
t189,w188,3,1
t1002,w122,3,3
t972,w116,1,1
t780,w591,1,3
t478,w66,1,3
t331,w774,5,5
t871,w229,5,5
t874,w408,5,5
t271,w71,5,5
t171,w195,2,3
t615,w138,3,3
t303,w600,1,1
t784,w288,5,5
t644,w103,1,1
t935,w74,5,5
t353,w214,5,5
t407,w138,5,3
t852,w822,1,1
t278,w322,3,3
t916,w508,1,5
t792,w745,3,3
t774,w246,5,5
t592,w103,1,3
t742,w583,5,5
t20,w309,2,2
t419,w616,2,2
t83,w59,3,3
t253,w276,3,3
t0,w164,2,2
t86,w146,3,3
t545,w678,1,5
t453,w791,3,3
t331,w122,5,5
t375,w49,5,5
t16,w129,3,3
t813,w300,3,3
t883,w271,5,5
t1033,w84,3,3
t1023,w252,5,5
t891,w75,3,3
t680,w451,3,3
t1029,w691,5,5
t329,w713,3,3
t679,w154,3,3
t1023,w160,5,5
t5,w28,5,5
t840,w785,3,1
t469,w348,5,5
t472,w107,3,3
t359,w211,2,3
t53,w676,3,3
t58,w270,3,3
t886,w158,5,5
t873,w236,3,3
t942,w767,5,5
t640,w573,3,3
t481,w653,5,5
t205,w239,5,3
t720,w277,5,5
t66,w157,5,5
t736,w815,4,4
t450,w665,3,3
t184,w346,3,5
t1033,w11,3,3
t902,w712,3,3
t198,w95,3,3
t141,w10,5,5
t79,w691,3,3
t354,w532,4,4
t282,w47,4,4
t725,w655,3,3
t467,w752,5,5
t273,w382,3,3
t26,w769,5,5
t400,w87,4,4
t403,w163,3,3
t596,w248,3,3
t665,w400,5,5
t506,w587,5,4
t85,w683,1,1
t323,w453,4,5
t624,w129,3,3
t607,w819,5,5
t706,w684,3,3
t1004,w760,3,3
t248,w731,5,5
t141,w696,5,5
t107,w182,5,5
t466,w418,3,3
t425,w602,3,3
t323,w476,5,5
t208,w699,5,5
t488,w250,3,1
t937,w508,5,5
t258,w360,5,5
t799,w459,3,3
t873,w387,3,3
t401,w567,1,1
t960,w116,1,1
t927,w819,5,5
t496,w577,4,4
t678,w676,4,4
t228,w419,3,3
t837,w156,3,3
t329,w770,3,3
t782,w663,1,3
t126,w492,1,3
t774,w703,5,5
t133,w6,3,5
t441,w551,3,3
t1019,w426,5,5
t670,w289,3,3
t186,w33,3,3
t963,w440,5,5
t511,w95,3,3
t207,w428,3,3
t778,w67,3,3
t205,w523,1,3
t319,w807,3,3
t270,w337,3,3
t695,w268,3,2
t863,w391,3,3
t81,w212,5,5
t608,w792,3,3
t607,w552,5,5
t1046,w87,3,3
t900,w680,2,2
t192,w302,5,5
t96,w789,1,3
t595,w434,5,5
t601,w387,3,3
t785,w493,5,1
t24,w407,4,5
t345,w333,1,5
t212,w39,1,3
t96,w127,3,3
t713,w79,3,3
t894,w392,2,3
t72,w156,3,3
t381,w706,3,1
t415,w500,1,3
t157,w421,1,5
t930,w538,3,3
t604,w170,5,1
t721,w578,5,5
t274,w830,1,3
t207,w521,3,3
t248,w546,5,5
t893,w48,2,3
t146,w370,3,3
t147,w730,5,5
t630,w80,3,3
t186,w250,3,3
t907,w310,3,3
t809,w527,3,3
t991,w822,5,5
t1015,w589,4,4
t1029,w6,5,5
t429,w372,3,3
t541,w777,5,5
t47,w730,3,3
t115,w58,1,1
t301,w132,2,2
t881,w534,3,3
t642,w493,2,4
t245,w507,5,5
t841,w453,5,5
t130,w147,5,5
t1014,w500,3,3
t766,w337,5,5
t501,w753,3,3
t271,w390,5,5
t625,w663,5,5
t211,w79,1,3
t115,w584,1,1
t269,w290,2,2
t108,w48,3,1
t954,w321,3,3
t661,w277,1,3
t774,w290,5,5
t237,w743,3,3
t814,w249,5,5
t652,w588,3,3
t527,w659,4,3
t953,w512,5,5
t626,w445,3,3
t729,w384,1,3
t967,w770,5,5
t250,w3,5,5
t441,w722,3,3
t927,w503,5,5
t608,w316,3,3
t467,w177,5,5
t135,w697,2,3
t21,w800,5,5
t153,w105,1,3
t611,w123,3,3
t839,w747,3,3
t8,w505,3,3
t909,w9,5,5
t360,w535,5,3
t189,w442,3,1
t991,w27,5,5
t15,w735,3,1
t413,w616,3,3
t203,w15,3,3
t92,w499,3,3
t827,w10,3,3
t21,w610,5,5
t730,w310,3,3
t360,w277,3,3
t748,w7,5,5
t908,w347,3,3
t137,w503,4,3
t584,w705,3,3
t8,w96,3,3
t561,w27,1,1
t620,w767,3,3
t925,w535,1,1
t445,w457,3,3
t978,w509,3,2
t216,w742,5,5
t172,w367,5,5
t653,w660,4,4
t78,w607,2,2
t561,w292,3,1
t472,w184,3,3
t796,w588,3,3
t619,w620,3,3
t386,w552,3,3
t205,w274,5,3
t116,w679,3,3
t281,w289,4,5
t608,w698,3,3
t32,w781,5,5
t835,w727,3,3
t737,w276,4,2
t547,w648,5,5
t385,w433,3,1
t836,w266,3,3
t231,w82,5,3
t735,w432,3,3
t988,w717,3,3
t254,w88,3,3
t220,w111,3,3
t397,w163,3,3
t62,w282,3,5
t247,w404,3,3
t554,w208,3,1
t878,w50,3,3
t23,w700,3,3
t790,w365,3,3
t358,w767,3,3
t487,w187,5,5
t120,w556,4,4
t335,w178,5,5
t901,w578,2,3
t607,w824,5,5
t901,w104,2,3
t506,w184,5,4
t555,w37,5,5
t680,w307,3,3
t922,w331,3,3
t665,w341,5,5
t279,w228,3,5
t398,w621,4,5
t954,w134,3,3
t164,w20,1,3
t27,w807,3,3
t469,w128,5,5
t216,w221,1,5
t902,w225,3,3
t202,w273,3,5
t991,w632,5,5
t634,w559,3,3
t16,w483,3,3
t311,w142,5,5
t576,w753,3,3
t889,w24,4,5
t661,w542,3,3
t430,w764,3,3
t1030,w266,3,3
t665,w569,5,5
t51,w749,5,5
t790,w680,3,3
t1006,w710,4,5
t385,w213,2,1
t571,w270,1,3
t1043,w173,3,3
t816,w516,3,3
t162,w778,3,3
t605,w163,5,5
t512,w103,3,3
t537,w188,4,4
t29,w246,1,3
t351,w256,5,5
t834,w185,5,5
t729,w492,3,3
t405,w624,1,3
t1010,w303,5,5
t677,w325,1,1
t111,w91,3,3
t709,w276,5,5
t634,w547,3,3
t954,w313,3,3
t1038,w577,3,3
t103,w141,5,5
t182,w478,5,5
t649,w607,2,3
t756,w333,1,3
t461,w414,3,3
t162,w671,3,3
t42,w570,3,3
t954,w14,3,3
t756,w715,1,3
t99,w777,3,3
t470,w722,3,3
t481,w830,5,5
t93,w586,3,3
t655,w190,1,5
t264,w162,5,5
t330,w265,3,3
t527,w77,3,3
t645,w423,2,3
t131,w795,3,3
t657,w804,1,5
t905,w593,3,3
t969,w70,3,3
t638,w465,3,3
t173,w180,3,3
t371,w95,1,3
t162,w571,3,3
t500,w282,3,3
t88,w470,3,2
t682,w659,3,5
t679,w399,3,3
t99,w535,3,3
t350,w625,3,3
t46,w421,2,2
t9,w738,3,3
t321,w822,3,3
t458,w59,5,5
t466,w300,3,3
t885,w529,5,5
t526,w575,3,3
t67,w343,5,5
t446,w469,5,5
t920,w234,5,5
t895,w143,4,2
t160,w714,3,3
t797,w732,5,5
t15,w775,1,1
t109,w228,3,3
t129,w725,5,5
t994,w277,3,1
t779,w150,3,3
t740,w245,3,3
t1033,w700,3,3
t216,w478,5,5
t114,w829,5,5
t506,w502,5,4
t1019,w388,5,5
t113,w814,5,5
t122,w493,2,3
t377,w623,3,3
t391,w556,3,3
t871,w748,5,5
t700,w213,5,5
t147,w478,5,5
t579,w529,3,3
t374,w826,3,3
t247,w609,3,3
t318,w680,1,1
t742,w31,5,5
t251,w823,3,4
t374,w466,3,3
t72,w413,3,3
t650,w662,2,2
t559,w606,3,1
t577,w249,3,3
t114,w472,5,5
t561,w226,3,1
t552,w834,3,5
t751,w324,3,3
t298,w152,5,5
t329,w704,3,3
t357,w186,3,5
t673,w488,5,5
t6,w822,1,3
t425,w41,3,3
t9,w273,3,3
t780,w588,3,3
t961,w71,5,5
t689,w791,2,2
t267,w483,4,4
t46,w585,2,2
t849,w273,5,5
t282,w208,4,4
t632,w279,5,5
t1046,w261,3,3
t229,w69,3,3
t609,w160,5,5
t496,w706,4,4
t277,w201,4,4
t153,w126,3,3
t130,w103,5,5
t740,w519,3,3
t528,w721,3,3
t966,w546,3,3
t971,w54,5,3
t883,w388,1,5
t988,w274,3,3
t953,w697,5,5
t394,w487,1,5
t241,w457,2,2
t150,w490,4,3
t1029,w145,5,5
t955,w72,3,3
t73,w110,5,4
t159,w210,1,3
t513,w408,4,4
t974,w388,3,3
t57,w665,3,3
t905,w406,3,3
t110,w276,3,2
t103,w609,4,5
t680,w414,3,3
t239,w45,3,3
t931,w134,3,1
t166,w643,3,3
t612,w32,5,5
t757,w195,2,2
t406,w798,3,3
t130,w547,5,5
t146,w758,3,3
t244,w125,2,3
t745,w115,5,5
t678,w348,4,4
t356,w278,5,3
t568,w54,2,2
t499,w16,3,3
t1003,w413,3,3
t118,w196,3,3
t945,w829,2,3
t385,w322,3,1
t50,w24,3,3
t24,w737,5,5
t948,w442,5,5
t960,w727,1,1
t277,w644,5,4
t830,w610,3,3
t182,w132,5,5
t603,w52,3,3
t1039,w272,1,1
t19,w92,5,5
t194,w252,3,3
t363,w76,4,4
t1043,w27,3,3
t104,w351,3,3
t561,w399,3,1
t169,w632,3,3
t1038,w575,3,3
t625,w706,5,5
t613,w54,1,3
t612,w560,2,5
t608,w167,3,3
t779,w832,3,3
t936,w680,1,1
t296,w76,3,3
t803,w766,3,3
t140,w18,1,3
t591,w80,1,5
t279,w808,5,5
t747,w423,4,5
t572,w595,5,5
t222,w286,2,3
t330,w339,3,3
t183,w663,5,4
t174,w582,5,5
t885,w122,5,5
t363,w411,4,4
t28,w229,5,5
t263,w829,1,5
t12,w582,3,1
t398,w448,5,5
t1038,w336,3,3
t423,w472,5,5
t170,w458,5,5
t703,w404,3,3
t743,w76,3,3
t29,w578,1,3
t367,w363,3,3
t72,w51,3,3
t1015,w154,4,4
t920,w453,3,5
t442,w332,5,5
t660,w508,3,3
t686,w623,3,3
t689,w522,3,2
t66,w286,5,5
t249,w507,3,3
t639,w41,1,1
t268,w264,5,5
t630,w676,3,3
t373,w772,3,3
t592,w447,1,3
t965,w39,1,3
t433,w645,5,5
t994,w204,3,1
t460,w166,4,4
t241,w497,3,2
t597,w318,1,3
t83,w761,3,3
t137,w201,3,3
t305,w359,1,3
t612,w421,5,5
t911,w83,1,1
t231,w594,1,3
t788,w436,3,3
t291,w244,5,5
t631,w457,2,2
t338,w159,2,2
t342,w199,3,3
t92,w325,3,3
t624,w715,1,3
t207,w334,3,3
t498,w616,5,5
t729,w173,3,3
t729,w559,3,3
t116,w54,3,3
t976,w6,4,4
t1003,w644,5,3
t158,w236,3,3
t547,w800,5,5
t617,w607,5,5
t487,w492,5,5
t643,w484,5,5
t897,w268,3,3
t781,w727,3,3
t608,w660,3,3
t626,w17,3,3
t55,w35,3,3
t392,w109,5,5
t676,w450,3,3
t794,w752,3,5
t824,w185,5,5
t99,w678,3,3
t151,w766,5,5
t604,w772,1,1
t943,w508,3,1
t432,w184,1,3
t1050,w222,3,3
t805,w562,2,2
t592,w830,3,3
t166,w4,3,3
t54,w244,1,3
t467,w368,5,5
t503,w215,3,3
t1006,w110,5,5
t1018,w312,5,5
t845,w551,4,4
t293,w804,4,5
t679,w657,1,3
t364,w57,3,5
t349,w166,3,3
t1009,w693,5,5
t478,w713,1,3
t795,w648,5,5
t72,w819,3,3
t974,w558,3,3
t123,w625,1,3
t973,w581,5,5
t150,w319,4,3
t775,w631,3,3
t1019,w29,5,5
t694,w279,2,3
t30,w720,3,3
t399,w318,5,5
t434,w576,5,1
t293,w367,4,5
t704,w115,5,5
t916,w731,5,5
t258,w830,5,5
t721,w720,5,5
t638,w759,3,3
t624,w177,5,3
t679,w368,3,3
t994,w183,1,1
t657,w552,1,5
t704,w19,5,5
t21,w264,5,5
t320,w536,3,3
t467,w772,5,5
t417,w706,3,3
t838,w743,3,3
t64,w413,5,5
t486,w778,2,2
t432,w474,5,3
t239,w236,3,3
t1003,w546,4,3
